TIC,class_gold,class_raw,class_is_inferred,class_reference,ra_deg,dec_deg,period_gold,period_n,period_spread,period_references,period_methods,n_products,n_sectors,has_light_curve,period_is_group,period_usable
280684074,ROT,SPB+ROT(LPB),False,2019MNRAS.485.3457B (Balona+ 2019),342.59506,-80.12384,1.7761989342806397,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
280835427,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),144.46204,-53.68035,0.6896551724137931,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,6.0,6.0,True,True,False
281047621,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),84.7964583333,4.12146666667,0.9345794392523364,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
281148636,ROT,SLF+rot?,False,2020A&A...639A..81B (Burssens+ 2020),98.81596,0.89022,4.44642063139173,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
281643356,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),170.58218,-61.07346,0.9433962264150942,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
281703963,PULS,hybrid SPB/{delta} Sct,False,2019ApJ...872L...9P (Pedersen+ 2019),10.83838,-57.46306,,,,,,,,False,False,False
281717549,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),102.481356,-5.513127,0.591715976331361,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
281741629,BE,rot / Be,False,2019ApJ...872L...9P (Pedersen+ 2019),12.25548,-56.09704,0.9615384615384616,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,4.0,4.0,True,True,False
282207882,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),102.959297,-5.619767,0.7407407407407407,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
282306169,BE,Be=Y; signals=I+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),103.043183,-0.29556,,,,,,,,False,True,False
282808223,BE,Be=S; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),103.67521,-1.75651,,,,,,,,False,True,False
282899554,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),103.745091,-3.700377,1.0638297872340423,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
283206453,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),104.079519,-3.80706,1.5873015873015872,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
283793973,PULS,SPB,False,2020A&A...639A..81B (Burssens+ 2020),63.88357,8.89236,2.0,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
283818445,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
283870336,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
284230347,OTHER,Be=U (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),108.66021,2.90191,,,,,,,,False,False,False
284562929,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
284563819,PULS,Pulsation (SPB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.341,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
284735369,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
284759068,OTHER,sdB candidate,False,2025ApJ...989..177C (Campelo+ 2025),,,1.012,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
285010437,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
285187855,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),233.77022,-56.98395,,,,,,3.0,3.0,True,True,False
285194955,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
285699059,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),130.50158,-47.66497,0.6329113924050632,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
285916305,BE,Be=Y; signals=S/I/L/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),119.75305,-48.37631,,,,,,6.0,6.0,True,True,False
286159211,BE,Be=Y; signals=I,False,2022AJ....163..226L (Labadie-Bartz+ 2022),123.93098,-48.3442,,,,,,,,False,True,False
286916209,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
287141559,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
287193769,PULS,Pulsation (SPB?),False,2025ApJ...989..177C (Campelo+ 2025),,,0.849,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
288316744,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
288639535,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
289536555,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
289877581,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),233.971875,-44.9583888889,,,,,,,,False,False,False
290523979,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),173.81319,-61.69988,0.4566210045662101,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
290525745,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),173.84197,-61.53636,0.4566210045662101,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
290682353,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),174.03904,-61.69487,,,,,,,,False,True,False
290682406,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),174.02284,-61.70167,0.8849557522123894,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
291385725,BE,Be=Y; signals=S/I/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),94.3942,11.19092,,,,,,,,False,True,False
292362364,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),106.980564,1.719594,1.7543859649122808,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
292550464,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),218.46943,-56.74563,,,,,,,,False,True,False
292674898,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),218.40323,-58.82082,0.6666666666666666,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
293268667,ROT,SPB/ rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),98.56016,-63.91811,0.2949852507374631,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
293271581,ECL,EB(NB),False,2019MNRAS.485.3457B (Balona+ 2019),98.90026,-62.64008,,,,,,,,False,False,False
293290586,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),222.00311,-65.73955,,,,,,,,False,True,False
293973218,ROT,rot / SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),106.81781,-59.71642,,,,,,,,False,False,False
294114621,ROT,SLF+rot?,False,2020A&A...639A..81B (Burssens+ 2020),92.23259,15.70505,0.819672131147541,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,7.0,7.0,True,False,True
294553294,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),222.70942,-60.2862,0.8333333333333334,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
294747615,ROT,rot / SLF?,False,2019ApJ...872L...9P (Pedersen+ 2019),70.76652,-70.93103,5.200066666666666,2.0,1.0031845089050682,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
294852531,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),140.35362,-51.16647,,,,,,,,False,True,False
294872353,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),71.76855,-67.11476,,,,,,,,False,False,False
295099096,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),140.49343,-51.17649,0.819672131147541,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,5.0,5.0,True,True,False
295581098,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),140.98252,-51.96226,0.8474576271186441,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
296969980,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),224.183291667,-62.7810166667,0.4739336492890995,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
298093039,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
298109741,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
298542142,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
298601073,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
298663903,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
299022962,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),143.47983,-53.63508,0.6993006993006994,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
300010961,ROT,rot / {Beta} Cep?,False,2019ApJ...872L...9P (Pedersen+ 2019),106.94569,-67.93686,1.4641288433382136,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
300325379,ROT,rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),110.70542,-66.53885,0.544069640914037,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
300329728,ELL,ELL/ROT,False,2019MNRAS.485.3457B (Balona+ 2019),110.96647,-70.77259,2.4330900243309004,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
300524274,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),245.05516,-64.49798,,,,,,,,False,True,False
300744369,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),116.50272,-69.49798,1.044606039707419,2.0,1.0006244296690905,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
300865934,BE,instr / outburst?,False,2019ApJ...872L...9P (Pedersen+ 2019),117.4208,-66.19597,,,,,,,,False,True,False
301435200,BE,Be=Y; signals=I/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),178.50235,-58.52116,,,,,,,,False,True,False
302348015,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),81.824131,13.149162,0.4464285714285714,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
302962039,BE,Be=Y; signals=S/I/L/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),136.409916667,-70.5385,,,,,,,,False,True,False
305090822,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),261.65908,-63.81499,,,,,,,,False,False,False
305255878,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.377,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,12.0,12.0,True,False,True
305629042,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),178.75238,-60.31018,1.2195121951219512,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
305850608,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
305896243,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),178.84027,-63.70355,1.1111111111111112,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
306419817,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),179.39569,-61.54971,1.7241379310344829,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
306491594,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),166.88674,-59.96353,2.092050209205021,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,5.0,5.0,True,False,False
306672432,ROT,const? / rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),120.59293,-67.79489,0.9174311926605504,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
306824672,ROT,rot? / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),121.64756,-68.61739,,,,,,,,False,False,False
306829961,PULS,SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),121.98248,-68.61706,,,,,,,,False,False,False
307100246,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),179.66067,-60.65501,0.5319148936170213,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,4.0,4.0,True,True,False
307225534,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),208.4885,-47.1281638889,1.282051282051282,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
307291308,ROT,instr / rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),125.0022,-71.50538,1.9401946640826875,2.0,1.9931806513104455,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,False
307291318,ROT,instr / rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),124.95402,-71.51491,,,,,,,,False,False,False
307993483,ROT,SPB+ROT?,False,2019MNRAS.485.3457B (Balona+ 2019),129.08624,-70.67666,0.2704895861509331,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
308395911,PULS,SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),120.08319,-63.56746,,,,,,,,False,False,False
308454245,PULS,{delta} Sct,False,2019ApJ...872L...9P (Pedersen+ 2019),120.95821,-64.62917,,,,,,,,False,False,False
308456810,ROT,rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),120.78139,-62.13281,3.98406374501992,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
308537791,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),120.92351,-60.90756,1.8975332068311197,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
308748912,BE,SLF? / outburst? / instr,False,2019ApJ...872L...9P (Pedersen+ 2019),122.1027,-63.80077,,,,,,,,False,True,False
308760236,BE,Be=Y; signals=L/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),184.15326,-64.51648,1.1764705882352942,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
308951795,BE,Be=S; signals=S/I/L/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),167.83056,-59.92046,,,,,,2.0,2.0,True,True,False
309184049,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),184.55679,-61.49191,0.6289308176100629,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
309591474,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
309702035,PULS,ACYG,False,2019MNRAS.485.3457B (Balona+ 2019),79.71561,-65.68956,,,,,,33.0,33.0,True,False,False
310645192,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),129.21952,-63.62764,0.8,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
311334494,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),185.58085,-63.6598,,,,,,,,False,True,False
311432346,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.543,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
311521201,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
311898870,OTHER,sdB candidate (Bin+R),False,2025ApJ...989..177C (Campelo+ 2025),,,0.356,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
312931751,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),201.89771,-62.11859,0.4608294930875576,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
313007038,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
313074666,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),201.85446,-62.64899,,,,,,,,False,True,False
313303167,OTHER,sdB candidate (Undetermined),False,2025ApJ...989..177C (Campelo+ 2025),,,0.399,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
313934087,ROT,SPB / rot,False,2019ApJ...872L...9P (Pedersen+ 2019),0.58304,-29.72044,1.7482537292865865,2.0,1.004547726,2020A&A...639A..81B (Burssens+ 2020) | 2022ApJ...924....2B (Barraza+ 2022),visual | visual+spectroscopy,,,False,False,True
313955481,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),202.39291,-61.19337,0.9615384615384616,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
313986452,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,9.0,9.0,True,False,False
314416691,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),244.66243,-53.31917,0.6451612903225806,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
314576961,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.524,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
314868712,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),244.6641,-49.41389,1.0526315789473684,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
315036866,BE,Be=Y; signals=I+/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),202.81455,-61.7326,1.282051282051282,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
315207705,BE,Be=Y; signals=I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),244.76109,-49.40636,0.3436426116838488,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
315679257,BE,Be=S; signals=S/L,False,2022AJ....163..226L (Labadie-Bartz+ 2022),244.92781,-52.77194,,,,,,,,False,True,False
315830698,BE,Be=Y; signals=I,False,2022AJ....163..226L (Labadie-Bartz+ 2022),171.30736,-61.27688,,,,,,3.0,3.0,True,True,False
316681593,OTHER,sdB candidate (Bin(sdB+F7V)),False,2025ApJ...989..177C (Campelo+ 2025),,,1.306,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
316792722,BE,Be=S; signals=I+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),171.98698,-62.80518,1.639344262295082,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
317795621,BE,Be=Y; signals=S/I/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),172.77881,-62.94694,1.075268817204301,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,4.0,4.0,True,True,False
318252726,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
318357716,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
319152335,BE,Be=Y; signals=S/I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),110.17912,-8.42103,0.5434782608695652,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
319730932,BE,Be=Y; signals=I/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),99.624626,0.709756,,,,,,,,False,True,False
319854805,OTHER,Be=U (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),99.60376,4.88096,,,,,,,,False,False,False
319936861,AMBIGUOUS,cont.,False,2020A&A...639A..81B (Burssens+ 2020),,,1.0467915837956665,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,5.0,5.0,True,False,True
320039694,OTHER,sdB candidate (Bin (sdB+MS/WD)),False,2025ApJ...989..177C (Campelo+ 2025),,,1.638,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
320228013,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),174.74155,-63.47751,,,,,,,,False,False,False
321335373,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,10.0,10.0,True,False,False
321818578,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.184,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
322060937,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
322104948,OTHER,Be=U (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),175.77723,-60.73459,,,,,,,,False,False,False
322233181,BE,Be=S; signals=S/I/L/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),175.65095,-59.97818,,,,,,,,False,True,False
322312832,PULS,Pulsation (SPB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.362,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
322312868,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.971,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
323325708,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),176.31835,-61.92989,0.8333333333333334,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
323348984,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),84.472725,0.968581,0.3311258278145695,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
323612875,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),176.66098,-64.16585,,,,,,,,False,False,False
323613746,BE,Be=Y; signals=F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),176.61827,-64.0629,0.5555555555555556,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
324268119,BE,Be=Y; signals=S/I/H/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),177.00011,-62.20694,0.6666666666666666,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
324940394,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),248.80856,-61.8945,,,,,,,,False,True,False
325170579,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),177.421083333,-63.7884777778,0.5681818181818182,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
325237845,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),177.37477,-64.6225,0.8,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,5.0,5.0,True,True,False
325273334,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),209.49073,-59.88467,0.5405405405405405,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,2.0,2.0,True,True,False
326022066,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),270.29715,-40.33552,0.4807692307692307,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
327856894,BE,rot? / outburst?/ instr?,False,2019ApJ...872L...9P (Pedersen+ 2019),1.17212,-71.43689,,,,,,,,False,True,False
327913813,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),210.78152,-63.83678,0.7633587786259541,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
328161938,PULS,beta Cep,False,2020A&A...639A..81B (Burssens+ 2020),,,0.16113490536547,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
329059929,BE,Be=Y; signals=I+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),211.35494,-62.58844,,,,,,2.0,2.0,True,True,False
329060936,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),211.34181,-62.50741,1.0638297872340423,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
329074395,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,3.775,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,9.0,9.0,True,False,True
330281456,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),211.85682,-60.4706,2.103934357248054,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
330435560,BE,Be=Y; signals=I+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),211.98611,-61.50894,,,,,,,,False,True,False
331553315,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
332210657,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
332856560,PULS,hybrid,False,2020A&A...639A..81B (Burssens+ 2020),,,0.084825556243585,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
332913301,PULS,hybrid,False,2020A&A...639A..81B (Burssens+ 2020),84.65822,-6.57396,0.9048136083966704,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
333419799,OTHER,sdB candidate (Bin+R),False,2025ApJ...989..177C (Campelo+ 2025),,,0.166,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
333670665,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),182.02175,-50.6612694444,,,,,,,,False,False,False
